measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2007,12362.48275427418,16119.725039177463,9053.734892653854
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2007,11266.775171140143,14631.333056067648,8241.729218294959
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2008,10165.28870844986,13126.053650516616,7502.009492795663
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2008,12382.265538753858,16140.57574115828,9074.820604104432
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2008,11275.692156113975,14612.806266991518,8251.386458508247
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2009,10158.193089626744,13092.09100909926,7470.14169207092
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2009,12402.176639727328,16220.333489507022,9082.550732050775
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2009,11282.23605472711,14597.309871494452,8259.871503487007
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2006,10166.261629492248,13162.83000921345,7476.642250791966
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2006,12332.897256027803,16096.554307147659,9046.615944590745
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2006,11251.40841029431,14624.641705764512,8228.612896850747
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2011,10123.37633332628,13094.103281278733,7438.454286364413
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2011,12394.277148149065,16195.768061876537,9041.093657037345
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2011,11261.001535289677,14577.17800195246,8272.389510248604
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2012,10077.06711246078,13018.768831388035,7405.0043619350745
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2012,12348.879847465145,16176.038943262689,9038.287676549451
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2012,11215.229790280626,14545.901074869866,8217.454988254181
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2010,10148.393206627003,13096.250132822404,7478.276140868616
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2010,12410.350553314925,16279.702655448742,9086.50443902387
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2010,11281.378557285798,14563.658367893875,8264.532533356765
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2013,10020.945673028013,12926.302415237547,7382.05681246093
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2013,12293.071832234922,16053.735668655498,8987.593281209089
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2013,11159.650335296708,14463.275235741474,8189.44929822352
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2015,9956.871985866568,12886.309137922677,7349.428058650538
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2015,12219.645700130293,16003.282261083541,8900.72379487099
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2015,11090.87005599103,14449.199575109456,8117.2014021183195
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2016,10003.55112161727,12980.762525152342,7396.554797789334
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2016,12232.901374180285,15967.592200747391,8951.387255156302
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2016,11120.188728491677,14451.504343192848,8139.580804397217
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2017,10047.767470311304,13063.17146951223,7448.150949907806
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2017,12251.301322003605,15970.451704255926,8956.472650333055
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2017,11150.834652697622,14430.740852855339,8213.437860447673
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2019,9900.777041567491,12889.102401635291,7332.306750917232
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2019,12178.17567794351,15796.811289796437,8886.00422186668
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2019,11041.257991899101,14321.294989795644,8083.074860198819
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2014,9974.676510974581,12931.51752751767,7368.378114795101
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2014,12241.220812942252,16038.013217640553,8948.617171962904
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2014,11110.718645490062,14458.325419153645,8128.731763543583
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2018,10010.002907584754,12983.184993259678,7439.031597902669
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2018,12230.266714960882,15907.209611417547,8933.845571017056
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2018,11121.481849882135,14393.407050048321,8193.884878509698
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1992,29730.33472082614,32730.072157667117,27185.35356794058
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1992,22818.702929600342,26434.6806600456,19632.107291470773
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1992,25836.301599455357,29103.068574622626,22955.144255841748
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1991,29976.581138231828,32935.6702323493,27447.016760103044
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1991,22938.210109717947,26594.610291314948,19753.857377780278
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1991,26007.643840934095,29290.33322004719,23126.6724074404
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1990,30219.004714043775,33091.60102529615,27638.162017541323
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1990,23203.349505560745,26847.603357653017,20050.751181914296
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1990,26249.81621032002,29484.578988046134,23357.11487881039
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1993,29614.635156286655,32599.33804909763,27012.85210467752
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1993,22643.63885841149,26243.89043274227,19473.327488800227
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1993,25695.256526995974,28929.775287187163,22865.72184060524
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1996,28171.673026309614,31130.961525718263,25567.896032991655
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1996,21895.858142215326,25525.655738701724,18699.705097636197
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1996,24651.946966041756,27917.44132621527,21774.842458647807
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1994,29169.501232768525,32131.413084677773,26587.892548253567
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1994,22484.985139163087,26086.656756289223,19297.42383835128
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1994,25420.716451715547,28722.80456516241,22544.364937964285
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1995,28738.726300059498,31719.915722583264,26171.37789380801
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1995,22195.110099725767,25800.489735689935,18982.18573666676
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1995,25072.112493537374,28363.20627777153,22184.912012443474
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1997,27786.081149291513,30728.35011598164,25208.999641888146
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1997,21759.234591566656,25415.943838296418,18544.789832329843
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1997,24405.125955342734,27683.800717063954,21476.31890609432
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1998,27427.786823549388,30337.673571355157,24859.727856769685
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1998,21713.082862688352,25421.167953113367,18500.07849458456
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1998,24224.664129061242,27463.573564891143,21339.65051617339
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,1999,27273.99689120045,30209.914519368118,24646.196509349138
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,1999,21521.98533678785,25193.538003006306,18324.81292639459
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,1999,24066.484040120155,27353.44079856861,21141.879412975868
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2000,27012.99654561803,29981.704662534714,24417.2320592321
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2000,21436.344468325056,25050.177523403967,18189.726505502924
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2000,23915.75079854445,27201.625030798892,20997.752570832865
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2001,26624.82541134975,29608.251023832905,23987.976273040676
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2001,21270.21466299781,24920.756620837685,18005.787330204672
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2001,23654.833607578068,26961.131560965634,20730.510645301976
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2002,26287.81347574289,29291.606601921412,23638.900918879564
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2002,21194.630587107644,24949.64997888856,17876.446349105885
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2002,23460.16262500664,26776.32685466387,20513.248483186937
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2004,25317.05484585944,28351.40671129412,22637.85576094077
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2004,20815.76738863778,24479.692991843007,17467.710647608215
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2004,22816.275367793412,26168.742788882526,19841.27808401931
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2006,24509.705829287494,27505.199188336115,21809.766148971892
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2006,20541.62707965321,24278.3181759392,17244.217604296045
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2006,22307.701642471002,25650.05212122065,19294.8871031597
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2005,24968.33377472134,27980.259846254852,22305.805348592505
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2005,20714.857656991015,24413.45212811008,17362.77190018437
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2005,22606.96528375062,25966.05521388018,19593.5981274555
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2003,25889.149156885673,28938.860816180877,23235.43583617537
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2003,21083.52797582493,24747.623295000958,17749.19717719376
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2003,23219.121644663643,26559.02013737716,20264.29744322152
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2008,24090.19023365947,27018.404174367228,21436.951360528907
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2008,20432.640914061132,24161.95977336588,17096.841834752373
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2008,22065.623459785245,25405.408116929913,19029.853965175953
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2009,23750.27086068422,26703.634037475098,21053.49884203339
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2009,20386.91019368396,24164.447110959703,17025.021852010075
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2009,21884.32159154467,25220.409214544143,18847.895405084568
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2010,23497.550257668063,26455.478730284725,20798.915217160164
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2010,20277.11845113137,24100.29698850192,16918.1521820029
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2010,21711.41193870343,25034.068275878813,18688.461498005185
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2007,24289.980003457607,27192.65023188424,21637.384293077168
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2007,20549.263028902435,24300.070876854123,17181.774914314763
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2007,22215.697552998852,25561.5507255043,19200.171644487473
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2012,23037.1030033578,26033.29017773952,20399.53625663408
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2012,19984.088958126387,23789.76488581313,16643.404150609014
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2012,21347.079577138975,24614.85114511896,18350.423840118037
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2014,22103.20393802554,25042.08311042122,19471.788882575398
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2014,19512.61249962176,23292.71004542667,16237.756459719172
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2014,20667.08899004805,23984.628276928303,17692.65770831635
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2013,22588.219143244987,25562.859436414037,19942.179178535243
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2013,19837.69231036395,23583.540270720816,16521.167492431858
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2013,21060.20133470092,24326.846588973203,18078.724585081967
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2016,21699.03900545373,24630.81718983931,19032.59507333413
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2016,19314.598149632377,23033.970520520063,15957.444324841616
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2016,20380.669257179452,23702.887300428913,17372.503962921703
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2017,21659.612075596815,24706.46578825942,18983.52932483969
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2017,19259.750805321055,22945.75885605689,15914.14448567138
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2017,20336.153030587277,23721.482360025537,17342.5731139108
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2018,21555.139262903285,24496.711523989423,18977.266717426995
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2018,19214.183434329087,22839.87071777485,15875.376552232545
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2018,20267.703467144125,23578.883825694047,17305.06404117389
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2011,23211.462394194168,26203.99758568789,20519.561515903413
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2011,20149.146298614876,23924.59495597115,16776.014240648165
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2011,21515.33343747721,24847.38159618098,18502.047735344175
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2015,21857.861131408557,24781.74152933201,19188.689440827682
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2015,19492.868107153794,23270.76785674222,16162.545420164657
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2015,20545.936535033292,23906.69137684637,17573.676361297323
DALYs (Disability-Adjusted Life Years),Belgium,Male,Age-standardized,All causes,Rate,2019,21426.808774134362,24409.160516361546,18812.143257202013
DALYs (Disability-Adjusted Life Years),Belgium,Female,Age-standardized,All causes,Rate,2019,19139.705108861475,22728.140255156257,15835.420386333868
DALYs (Disability-Adjusted Life Years),Belgium,Both,Age-standardized,All causes,Rate,2019,20170.420750929676,23434.572192082167,17229.847463285107
