measure,location,sex,age,cause,metric,year,val,upper,lower
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2006,14343.445297751508,14484.449283845948,14196.198780302213
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2006,8208.731155578274,8305.088144811663,8110.383359992006
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2006,11056.294447328824,11154.095395521981,10960.747109962194
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2011,13088.087154192526,13225.417441591073,12947.905058743054
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2011,7754.870489047751,7857.022810307951,7651.502825163628
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2011,10254.33311837571,10351.879827844856,10160.443116925953
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2012,12960.03697922025,13105.924848905323,12820.9864041195
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2012,7635.210444340282,7740.303033809452,7538.023751075502
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2012,10131.85099810318,10230.61043338539,10034.025300274358
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2010,13349.15814706751,13492.912315780093,13219.38154014771
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2010,7866.769238134307,7965.461031459518,7766.293073392924
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2010,10430.034599806528,10524.948938484637,10344.442236881383
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2013,12567.274552479155,12707.869660839084,12430.427762903564
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2013,7544.621805780813,7640.016961968729,7449.908490269283
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2013,9900.552204646443,10013.676998007386,9794.775954969693
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2015,11900.990220884176,12053.237972794714,11748.979383808606
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2015,7273.223726745252,7382.419790036613,7175.158472996232
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2015,9455.067676856208,9565.431040913298,9344.940598156254
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2017,11611.845690444465,11903.794320859506,11333.489767508901
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2017,7008.450806458022,7203.031292844006,6834.9047994068505
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2017,9185.319582179809,9424.892369561,8962.335388027568
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2016,11695.488964220003,11907.885323508439,11490.850718550882
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2016,7081.698096605457,7221.899062291651,6950.413008441865
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2016,9260.481729668176,9433.316546011887,9100.60830463058
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2014,12128.52850431599,12264.860567204798,11999.727789960978
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2014,7271.393008731348,7361.424302297435,7179.936877162184
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2014,9556.371544515612,9665.505568431568,9454.870943465985
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2019,11526.032801850806,11930.09678315185,11160.962356307706
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2019,6961.5307461609345,7207.710260797881,6739.774575899889
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2019,9129.163951486438,9453.051731234154,8837.400150105335
YLLs (Years of Life Lost),Belgium,Male,Age-standardized,All causes,Rate,2018,11545.137436398849,11892.983643855927,11221.867113436492
YLLs (Years of Life Lost),Belgium,Female,Age-standardized,All causes,Rate,2018,6983.918040237009,7198.629920195049,6785.706814232191
YLLs (Years of Life Lost),Belgium,Both,Age-standardized,All causes,Rate,2018,9146.222818382024,9425.309699063915,8889.306842191567
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1991,9748.251194365937,12704.299257615749,7211.695311240547
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1991,11811.46302286767,15467.21211854879,8625.177338649226
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1991,10774.106648559731,14055.814686300002,7892.98491625868
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1990,9725.658123541656,12668.978133174554,7191.695506981903
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1990,11807.517571889533,15447.58613878643,8622.50179725148
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1990,10760.484801807846,14044.95692764358,7904.668334452332
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1992,9769.5335872036,12722.840803570196,7221.292177167246
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1992,11818.977696065753,15413.194726190643,8659.855182917983
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1992,10789.167297191598,14064.244607855115,7896.419517030705
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1993,9790.392509946509,12742.8410661315,7223.402183820091
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1993,11823.068213359422,15422.00960883165,8669.550337319752
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1993,10802.240022866614,14078.643251770736,7918.132856207384
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1994,9806.825307521927,12764.744815731896,7220.43982582148
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1994,11828.968692260232,15423.572904251561,8690.882094337898
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1994,10814.338087362343,14092.850931112307,7938.9559869666355
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1996,9818.389421345924,12804.328051454131,7268.500212248951
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1996,11840.331198207052,15438.905882428291,8706.678678810687
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1996,10827.689816432468,14121.357294376134,7943.650387052278
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1995,9805.332094732257,12751.739523381717,7236.961261087734
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1995,11822.861699014298,15416.219608512436,8682.320958629294
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1995,10811.37740430433,14099.616208859119,7925.655252879247
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1997,9843.166518047303,12795.962932204,7280.733353692393
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1997,11876.100720955063,15447.435889711609,8685.444922222077
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1997,10858.899086534737,14122.95608657041,7978.524142477293
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1999,9906.876324615952,12871.419095274787,7302.124628011492
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1999,11970.25191243339,15574.225266439857,8724.40033071635
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1999,10939.475107769162,14224.120313346011,8019.298886459891
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,1998,9871.296768527118,12820.45551852822,7292.022721520851
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,1998,11923.525378809207,15514.493702763819,8738.626306695704
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,1998,10897.795267586202,14164.331878559924,7998.925706904772
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2000,9938.424064458823,12891.576841949704,7347.4328354841455
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2000,12009.689752819908,15653.577190536893,8767.32483836215
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2000,10975.573283634145,14270.345397887022,8063.265795161264
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2001,9977.845882563384,12918.832620471892,7368.66594697502
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2001,12058.935457213569,15704.43310419781,8816.823820269341
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2001,11020.224663671117,14334.527117071328,8085.750975667684
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2003,10096.286053909529,13046.014496798278,7457.4268053779215
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2003,12210.19026135186,15910.398226632486,8921.356179555447
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2003,11155.151961410154,14506.950682304878,8182.952531732217
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2005,10164.982267366815,13147.837754193759,7484.691498449204
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2005,12313.25757506651,16038.444326080928,8992.097073625655
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2005,11240.785004551406,14631.727961181392,8232.713679859695
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2002,10033.423075630426,12999.394307537532,7413.120485285386
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2002,12131.450593004998,15818.72652089085,8865.011652887872
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2002,11084.299455330547,14443.221836584089,8133.16525304522
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2004,10139.297510083103,13089.361125840625,7470.883782529877
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,All causes,Rate,2004,12273.308061703245,15971.863776617198,8983.587320910878
YLDs (Years Lived with Disability),Belgium,Both,Age-standardized,All causes,Rate,2004,11208.089981644684,14591.975255050551,8191.767510415325
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,All causes,Rate,2007,10167.254423475762,13113.851525949385,7478.4204302367725
